Order_ID,Order_Date,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percent,Customer_Rating,Sales_Rep,Total_Sales,Shipping_Cost
ORD-10208,2023-11-01,South,Toys,Puzzle Set,10,97.76,20.0,3.7,Bob,782.08,9.88
ORD-10042,2023-11-03,North,Groceries,Granola Bars,7,42.32,15.0,,Carlos,251.8,10.94
ORD-10188,2023-11-03,North,Furniture,Bookshelf,16,186.94,10.0,,Bob,2691.94,11.41
ORD-10482,2023-11-04,South,Electronics,USB-C Charger,16,126.9,20.0,4.8,Bob,1624.32,19.71
ORD-10202,2023-11-06,East,Electronics,Bluetooth Speaker,35,245.68,25.0,2.7,Frank,6449.1,36.06
ORD-10279,2023-11-06,East,Electronics,Wireless Earbuds,31,193.3,0.0,3.6,Emma,5992.3,19.55
ORD-10121,2023-11-07,Central,Groceries,Olive Oil,39,16.85,20.0,2.8,Carlos,525.72,38.13
ORD-10428,2023-11-08,South,Groceries,Granola Bars,35,25.03,10.0,5.0,Carlos,788.44,42.98
ORD-10394,2023-11-08,West,Toys,Puzzle Set,29,54.79,15.0,3.1,Carlos,1350.57,26.79
ORD-10431,2023-11-09,South,Clothing,Hooded Sweatshirt,12,30.07,25.0,2.9,Carlos,270.63,16.68
ORD-10343,2023-11-11,North,Electronics,Bluetooth Speaker,34,125.41,0.0,4.4,Bob,4263.94,29.94
ORD-10334,2023-11-12,South,Groceries,Granola Bars,22,6.29,20.0,3.9,Frank,110.7,18.15
ORD-10598,2023-11-13,East,Electronics,Smart Watch,25,155.28,20.0,3.7,Bob,3105.6,32.31
ORD-10459,2023-11-14,North,Toys,Board Game,36,109.08,25.0,4.1,Emma,2945.16,42.95
ORD-10032,2023-11-15,Central,Furniture,Floor Lamp,6,309.5,25.0,4.7,Bob,1392.75,11.22
ORD-10462,2023-11-16,East,Electronics,Smart Watch,33,143.7,5.0,3.4,Alice,4504.99,36.8
ORD-10433,2023-11-16,North,Furniture,Bookshelf,1,57.01,,5.0,Emma,54.16,6.1
ORD-10565,2023-11-17,North,Groceries,Organic Coffee,37,17.07,20.0,4.3,Bob,505.27,32.19
ORD-10282,2023-11-17,West,Electronics,Smart Watch,34,2436.906540022678,10.0,4.4,Alice,74569.34,42.25
ORD-10233,2023-11-18,East,Clothing,Running Shorts,25,84.14,20.0,,Frank,1682.8,34.95
ORD-10366,2023-11-19,West,Furniture,Study Desk,22,140.67,15.0,2.6,Emma,2630.53,26.79
ORD-10229,2023-11-20,,Toys,Building Blocks,16,44.28,10.0,3.9,Frank,637.63,14.28
ORD-10317,2023-11-20,West,Toys,Building Blocks,25,91.33,25.0,3.7,Diana,1712.44,34.3
ORD-10157,2023-11-21,North,Clothing,Running Shorts,36,79.25,,2.7,Emma,2139.75,32.28
ORD-10463,2023-11-21,North,Toys,RC Car,13,40.92,15.0,3.7,Diana,452.17,11.01
ORD-10372,2023-11-22,Central,Furniture,Bookshelf,21,161.06,0.0,5.0,Bob,3382.26,19.25
ORD-10470,2023-11-22,Central,Groceries,Green Tea Pack,8,23.04,0.0,3.5,Frank,184.32,11.56
ORD-10413,2023-11-23,West,Groceries,Olive Oil,33,39.76,0.0,3.9,Alice,1312.08,24.77
ORD-10558,2023-11-24,South,Electronics,Wireless Earbuds,21,208.55,25.0,,Alice,3284.66,15.27
ORD-10318,2023-11-25,North,Electronics,Bluetooth Speaker,13,224.81,5.0,4.5,Alice,2776.4,16.43
ORD-10507,2023-11-28,South,Toys,RC Car,33,16.42,10.0,5.0,Emma,487.67,34.77
ORD-10402,2023-11-29,South,Groceries,Granola Bars,11,41.89,10.0,2.7,Frank,414.71,15.83
ORD-10198,2023-11-30,West,Groceries,Organic Coffee,24,16.57,15.0,3.1,Carlos,338.03,33.57
ORD-10020,2023-11-30,West,Electronics,Wireless Earbuds,29,155.32,5.0,2.9,Carlos,4279.07,25.11
ORD-10368,2023-11-30,South,Furniture,Study Desk,30,176.02,20.0,3.8,Bob,4224.48,27.22
ORD-10079,2023-11-30,South,Electronics,Wireless Earbuds,5,138.52,15.0,,Emma,588.71,7.11
ORD-10182,2023-12-01,West,Furniture,Office Chair,17,267.62,0.0,3.5,Alice,4549.54,21.55
ORD-10522,2023-12-01,North,Toys,Building Blocks,17,21.27,5.0,3.0,Alice,343.51,21.12
ORD-10274,2023-12-03,East,Clothing,Cotton T-Shirt,24,20.49,20.0,,Carlos,393.41,29.56
ORD-10138,2023-12-03,Central,Clothing,Hooded Sweatshirt,8,13.79,,2.8,Alice,110.32,8.21
ORD-10248,2023-12-04,Central,Clothing,Hooded Sweatshirt,37,21.17,5.0,3.0,Carlos,744.13,46.57
ORD-10025,2023-12-08,West,Clothing,Cotton T-Shirt,4,48.93,20.0,4.8,Carlos,156.58,8.27
ORD-10540,2023-12-09,North,Furniture,Bookshelf,10,375.01,0.0,3.8,Carlos,3750.1,13.83
ORD-10100,2023-12-10,Central,Clothing,Cotton T-Shirt,12,82.57,5.0,2.6,Diana,941.3,12.68
ORD-10486,2023-12-11,South,Clothing,Hooded Sweatshirt,9,47.77,15.0,4.5,Emma,365.44,8.71
ORD-10184,2023-12-12,West,Electronics,USB-C Charger,21,64.88,10.0,,Frank,1226.23,19.99
ORD-10499,2023-12-13,West,Furniture,Office Chair,9,107.2,20.0,2.6,Carlos,771.84,9.04
ORD-10047,2023-12-14,East,Electronics,Smart Watch,6,210.55,5.0,2.9,Bob,1200.14,9.06
ORD-10352,2023-12-14,,Toys,RC Car,28,12.77,5.0,3.1,Diana,339.68,20.93
ORD-10374,2023-12-14,North,Furniture,Office Chair,9,380.35,0.0,3.2,Emma,3423.15,13.03
ORD-10163,2023-12-16,South,Furniture,Floor Lamp,8,227.92,0.0,3.1,Carlos,1823.36,14.02
ORD-10577,2023-12-16,West,Toys,Puzzle Set,2,105.1,20.0,2.5,Carlos,168.16,6.86
ORD-10389,2023-12-17,Central,Toys,Building Blocks,17,93.89,20.0,3.3,Emma,1276.9,21.11
ORD-10104,2023-12-19,East,Furniture,Floor Lamp,27,221.72,25.0,,Bob,4489.83,17.04
ORD-10244,2023-12-19,,Clothing,Hooded Sweatshirt,25,58.58,25.0,3.6,Frank,1098.38,27.45
ORD-10059,2023-12-24,West,Toys,Building Blocks,32,67.66,20.0,3.2,Diana,1732.1,21.98
ORD-10337,2023-12-26,Central,Groceries,Green Tea Pack,39,13.96,20.0,3.1,Bob,435.55,27.16
ORD-10051,2023-12-27,North,Electronics,USB-C Charger,10,81.11,15.0,3.5,Diana,689.44,11.64
ORD-10240,2023-12-29,South,Furniture,Study Desk,18,323.19,0.0,,Frank,5817.42,16.41
ORD-10242,2023-12-30,South,Electronics,Bluetooth Speaker,10,241.81,25.0,4.6,Frank,1813.57,12.99
ORD-10455,2023-12-30,Central,Toys,RC Car,11,13.97,15.0,4.8,Frank,130.62,14.95
ORD-10041,2023-12-31,North,Toys,RC Car,22,79.01,,2.9,Alice,1303.66,20.07
ORD-10099,2024-01-03,East,Electronics,USB-C Charger,16,43.01,,3.6,Emma,516.12,12.1
ORD-10388,2024-01-04,West,Electronics,Bluetooth Speaker,37,199.14,5.0,4.4,Emma,6999.77,36.79
ORD-10057,2024-01-05,South,Furniture,Bookshelf,13,176.61,,3.2,Emma,2181.13,10.58
ORD-10578,2024-01-06,West,Electronics,USB-C Charger,30,135.59,5.0,2.9,Alice,3864.32,29.38
ORD-10038,2024-01-06,Central,Furniture,Bookshelf,30,111.92,15.0,,Alice,2853.96,17.93
ORD-10358,2024-01-08,East,Groceries,Green Tea Pack,37,34.32,25.0,3.4,Frank,952.38,28.57
ORD-10363,2024-01-09,South,Furniture,Office Chair,33,227.23,5.0,3.6,Frank,7123.66,33.29
ORD-10591,2024-01-10,East,Toys,Puzzle Set,11,62.77,20.0,4.5,Alice,552.38,15.28
ORD-10333,2024-01-11,East,Toys,RC Car,8,32.29,0.0,2.5,Alice,258.32,10.69
ORD-10332,2024-01-12,West,Clothing,Denim Jeans,21,49.48,25.0,3.7,Frank,779.31,19.28
ORD-10466,2024-01-13,West,Furniture,Bookshelf,13,54.85,10.0,2.7,Carlos,641.75,11.08
ORD-10174,2024-01-14,South,Furniture,Study Desk,18,233.16,,3.6,Carlos,3567.35,15.2
ORD-10065,2024-01-14,East,Groceries,Organic Coffee,24,42.25,25.0,2.8,Alice,760.5,32.92
ORD-10268,2024-01-15,North,Clothing,Hooded Sweatshirt,37,89.59,,3.7,Diana,2983.35,31.69
ORD-10225,2024-01-17,North,Clothing,Cotton T-Shirt,6,78.82,,3.4,Bob,449.27,8.86
ORD-10473,2024-01-17,East,Groceries,Olive Oil,30,6.26,0.0,4.0,Alice,187.8,20.07
ORD-10081,2024-01-17,Central,Groceries,Olive Oil,24,7.18,0.0,,Diana,172.32,32.4
ORD-10410,2024-01-17,North,Furniture,Floor Lamp,36,61.14,20.0,3.6,Frank,1760.83,43.01
ORD-10119,2024-01-19,South,Toys,Board Game,34,41.48,,3.5,Diana,1128.26,25.34
ORD-10237,2024-01-20,Central,Furniture,Floor Lamp,37,255.06,0.0,2.6,Emma,9437.22,36.17
ORD-10219,2024-01-23,North,Electronics,USB-C Charger,24,134.39,,3.5,Bob,2741.56,17.76
ORD-10186,2024-01-24,West,Clothing,Hooded Sweatshirt,7,85.8,5.0,3.4,Emma,570.57,10.12
ORD-10316,2024-01-24,East,Clothing,Running Shorts,32,28.46,5.0,2.6,Carlos,865.18,20.52
ORD-10456,2024-01-25,West,Electronics,Bluetooth Speaker,35,119.45,10.0,2.8,Bob,3762.68,45.32
ORD-10141,2024-01-25,West,Toys,Puzzle Set,7,94.57,25.0,3.1,Frank,496.49,12.18
ORD-10315,2024-01-29,South,Groceries,Olive Oil,34,34.84,20.0,3.0,Frank,947.65,23.76
ORD-10411,2024-01-29,Central,Groceries,Granola Bars,18,8.71,10.0,2.8,Diana,141.1,23.71
ORD-10468,2024-02-03,North,Furniture,Bookshelf,11,349.23,20.0,2.8,Alice,3073.22,17.61
ORD-10330,2024-02-03,North,Clothing,Running Shorts,38,49.94,10.0,4.0,Emma,1707.95,21.77
ORD-10005,2024-02-04,North,Electronics,Bluetooth Speaker,27,192.57,10.0,,Frank,4679.45,22.52
ORD-10090,2024-02-06,North,Furniture,Study Desk,21,169.84,15.0,3.8,Emma,3031.64,28.15
ORD-10524,2024-02-06,South,Furniture,Study Desk,19,119.86,15.0,2.6,Carlos,1935.74,24.68
ORD-10497,2024-02-08,South,Furniture,Bookshelf,18,105.35,0.0,4.3,Diana,1896.3,14.18
ORD-10344,2024-02-09,North,Toys,Building Blocks,39,27.82,5.0,4.1,Frank,1030.73,48.04
ORD-10531,2024-02-10,North,Toys,Board Game,7,83.5,15.0,4.0,Alice,496.82,10.65
ORD-10176,2024-02-10,Central,Furniture,Office Chair,7,50.82,5.0,2.8,Alice,337.95,11.09
ORD-10590,2024-02-11,South,Toys,Puzzle Set,11,106.5,20.0,,Alice,937.2,12.69
ORD-10425,2024-02-11,East,Furniture,Bookshelf,3,101.31,20.0,4.3,Alice,243.14,7.26
ORD-10091,2024-02-13,Central,Groceries,Organic Coffee,36,25.15,20.0,4.5,Diana,724.32,42.8
ORD-10012,2024-02-13,West,Electronics,Smart Watch,24,123.26,0.0,3.0,Bob,2958.24,22.4
ORD-10435,2024-02-15,North,Furniture,Study Desk,24,396.85,25.0,3.0,Bob,7143.3,18.45
ORD-10527,2024-02-16,East,Groceries,Organic Coffee,15,42.25,5.0,,Alice,602.06,18.71
ORD-10064,2024-02-17,North,Electronics,Bluetooth Speaker,19,142.59,10.0,4.4,Frank,2438.29,19.51
ORD-10007,2024-02-17,West,Furniture,Floor Lamp,18,339.76,15.0,3.3,Emma,5198.33,18.45
ORD-10026,2024-02-22,East,Electronics,Smart Watch,32,99.6,5.0,3.8,Frank,3027.84,26.51
ORD-10294,2024-02-22,South,Clothing,Running Shorts,35,26.64,0.0,,Emma,932.4,24.57
ORD-10429,2024-02-23,Central,Electronics,USB-C Charger,3,132.47,0.0,4.2,Frank,397.41,7.43
ORD-10498,2024-02-25,Central,Electronics,Wireless Earbuds,12,64.37,25.0,4.4,Frank,579.33,15.22
ORD-10122,2024-02-25,North,Electronics,USB-C Charger,34,158.92,20.0,,Carlos,4322.62,27.54
ORD-10247,2024-02-28,North,Groceries,Olive Oil,27,20.07,20.0,2.6,Diana,433.51,26.68
ORD-10285,2024-02-29,East,Electronics,Smart Watch,20,116.66,10.0,,Diana,2099.88,20.01
ORD-10024,2024-02-29,East,Toys,Puzzle Set,24,10.55,15.0,4.9,Carlos,215.22,20.21
ORD-10185,2024-03-02,North,Toys,Board Game,18,107.96,20.0,5.0,Emma,1554.62,24.5
ORD-10403,2024-03-03,Central,Electronics,Bluetooth Speaker,37,95.81,5.0,3.6,Carlos,3367.72,43.53
ORD-10213,2024-03-05,South,Groceries,Green Tea Pack,30,25.17,15.0,3.7,Emma,641.84,20.68
ORD-10203,2024-03-06,West,Electronics,Wireless Earbuds,11,224.09,5.0,2.8,Diana,2341.74,10.92
ORD-10089,2024-03-07,West,Clothing,Hooded Sweatshirt,26,62.19,15.0,4.5,Bob,1374.4,34.27
ORD-10405,2024-03-08,North,Electronics,Wireless Earbuds,26,101.28,15.0,,Diana,2238.29,25.28
ORD-10083,2024-03-08,East,Toys,RC Car,31,79.28,25.0,2.9,Diana,1843.26,20.13
ORD-10146,2024-03-10,South,Electronics,Wireless Earbuds,31,180.95,0.0,2.9,Emma,5609.45,28.59
ORD-10571,2024-03-11,North,Furniture,Study Desk,39,62.92,5.0,4.1,Emma,2331.19,21.83
ORD-10311,2024-03-15,South,Groceries,Olive Oil,39,40.34,,4.4,Bob,1258.61,38.09
ORD-10387,2024-03-17,,Electronics,Wireless Earbuds,8,195.25,15.0,4.8,Frank,1327.7,9.76
ORD-10201,2024-03-18,North,Groceries,Organic Coffee,16,44.94,5.0,2.9,Bob,683.09,21.07
ORD-10417,2024-03-19,South,Furniture,Bookshelf,2,302.25,15.0,2.5,Alice,513.82,7.25
ORD-10288,2024-03-19,West,Toys,Board Game,17,70.38,10.0,3.2,Bob,1076.81,18.62
ORD-10293,2024-03-20,West,Groceries,Olive Oil,15,38.41,25.0,2.5,Bob,432.11,13.96
ORD-10513,2024-03-21,North,Groceries,Granola Bars,38,44.23,25.0,3.7,Emma,1260.55,30.17
ORD-10526,2024-03-22,East,Groceries,Granola Bars,29,43.98,0.0,3.0,Frank,1275.42,32.44
ORD-10529,2024-03-23,West,Clothing,Running Shorts,6,52.67,0.0,3.6,Emma,316.02,10.32
ORD-10103,2024-03-24,North,Groceries,Olive Oil,15,26.58,25.0,4.6,Carlos,299.02,20.44
ORD-10552,2024-03-27,Central,Groceries,Organic Coffee,12,30.42,5.0,3.4,Bob,346.79,15.21
ORD-10265,2024-03-29,Central,Clothing,Running Shorts,15,71.66,0.0,3.0,Diana,1074.9,11.88
ORD-10460,2024-03-29,West,Clothing,Hooded Sweatshirt,21,11.32,20.0,4.9,Frank,190.18,26.71
ORD-10031,2024-03-30,East,Furniture,Floor Lamp,10,376.98,5.0,,Alice,3581.31,14.38
ORD-10180,2024-03-31,North,Groceries,Granola Bars,25,13.48,20.0,4.8,Diana,269.6,17.58
ORD-10257,2024-04-02,North,Toys,Board Game,32,69.12,10.0,4.7,Diana,1990.66,21.4
ORD-10347,2024-04-03,Central,Toys,Building Blocks,1,28.0,15.0,3.9,Frank,23.8,6.13
ORD-10196,2024-04-07,Central,Clothing,Denim Jeans,32,83.01,5.0,4.8,Bob,2523.5,42.35
ORD-10043,2024-04-08,West,Clothing,Running Shorts,1,18.73,5.0,,Emma,17.79,5.78
ORD-10061,2024-04-10,North,Groceries,Olive Oil,29,8.38,15.0,2.8,Frank,206.57,26.44
ORD-10471,2024-04-10,Central,Groceries,Granola Bars,26,9.98,20.0,4.8,Bob,207.58,34.7
ORD-10342,2024-04-10,East,Clothing,Denim Jeans,27,36.68,20.0,3.3,Diana,792.29,19.22
ORD-10302,2024-04-12,East,Groceries,Granola Bars,7,41.7,5.0,4.6,Bob,277.3,9.85
ORD-10554,2024-04-14,West,Furniture,Floor Lamp,31,359.16,5.0,2.7,Emma,10577.26,32.78
ORD-10464,2024-04-15,West,Electronics,USB-C Charger,13,180.87,5.0,2.6,Bob,2233.74,18.08
ORD-10325,2024-04-17,Central,Groceries,Granola Bars,4,35.6,5.0,3.0,Bob,135.28,8.31
ORD-10183,2024-04-18,South,Toys,Puzzle Set,29,59.64,5.0,4.0,Diana,1643.08,34.19
ORD-10022,2024-04-20,West,Electronics,Wireless Earbuds,30,34.36,10.0,3.7,Bob,927.72,29.59
ORD-10011,2024-04-23,East,Groceries,Granola Bars,23,35.6,15.0,3.9,Diana,695.98,29.78
ORD-10566,2024-04-24,North,Clothing,Denim Jeans,19,22.76,15.0,4.2,Emma,367.57,23.51
ORD-10589,2024-04-25,Central,Furniture,Floor Lamp,22,370.9,20.0,2.8,Bob,6527.84,23.13
ORD-10145,2024-04-26,West,Electronics,USB-C Charger,28,191.18,20.0,4.7,Bob,4282.43,33.94
ORD-10023,2024-04-27,North,Furniture,Bookshelf,5,251.55,20.0,4.8,Bob,1006.2,10.53
ORD-10014,2024-04-28,North,Clothing,Hooded Sweatshirt,20,63.15,20.0,3.5,Carlos,1010.4,21.1
ORD-10357,2024-04-29,West,Electronics,Bluetooth Speaker,3,189.2,5.0,3.7,Frank,539.22,7.67
ORD-10287,2024-05-03,Central,Toys,Building Blocks,35,43.21,0.0,3.2,Carlos,1512.35,22.64
ORD-10495,2024-05-03,East,Furniture,Study Desk,7,306.69,25.0,2.8,Emma,1610.12,12.27
ORD-10553,2024-05-06,West,Toys,Puzzle Set,18,91.95,5.0,3.7,Frank,1572.34,15.91
ORD-10362,2024-05-07,Central,Groceries,Green Tea Pack,13,24.01,0.0,4.4,Alice,312.13,13.55
ORD-10491,2024-05-07,East,Groceries,Organic Coffee,16,37.49,,3.7,Emma,509.86,13.42
ORD-10328,2024-05-08,East,Groceries,Olive Oil,24,22.87,0.0,3.5,Carlos,548.88,30.26
ORD-10308,2024-05-10,South,Furniture,Bookshelf,32,326.28,5.0,4.9,Alice,9918.91,29.34
ORD-10075,2024-05-12,Central,Electronics,USB-C Charger,2,79.19,10.0,4.4,Alice,142.54,6.23
ORD-10154,2024-05-13,East,Electronics,Wireless Earbuds,15,65.15,25.0,3.0,Frank,732.94,14.72
ORD-10290,2024-05-13,West,Electronics,Wireless Earbuds,29,207.7,5.0,3.2,Frank,5722.13,38.3
ORD-10383,2024-05-15,Central,Groceries,Green Tea Pack,14,11.51,0.0,3.8,Diana,161.14,11.13
ORD-10532,2024-05-15,East,Furniture,Bookshelf,19,291.02,,4.0,Diana,4976.44,23.73
ORD-10430,2024-05-15,West,Toys,Puzzle Set,33,49.06,10.0,3.8,Bob,1457.08,20.58
ORD-10194,2024-05-16,East,Clothing,Cotton T-Shirt,22,80.01,10.0,4.0,Carlos,1584.2,25.79
ORD-10345,2024-05-17,North,Furniture,Office Chair,3,249.42,,4.6,Alice,598.61,6.34
ORD-10326,2024-05-18,,Clothing,Running Shorts,5,55.51,5.0,3.2,Carlos,263.67,8.11
ORD-10595,2024-05-19,West,Groceries,Olive Oil,28,37.79,5.0,,Carlos,1005.21,34.57
ORD-10409,2024-05-21,East,Furniture,Floor Lamp,31,176.39,5.0,4.9,Diana,5194.69,28.1
ORD-10586,2024-05-23,North,Furniture,Office Chair,31,283.78,20.0,3.0,Bob,7037.74,20.96
ORD-10457,2024-05-28,South,Electronics,Smart Watch,33,57.81,0.0,3.9,Bob,1907.73,43.58
ORD-10252,2024-05-30,East,Furniture,Study Desk,21,56.24,25.0,4.8,Emma,885.78,27.86
ORD-10415,2024-05-30,West,Furniture,Study Desk,8,73.69,10.0,4.4,Frank,530.57,13.04
ORD-10273,2024-05-30,South,Toys,RC Car,17,98.96,10.0,4.3,Diana,1514.09,18.39
ORD-10049,2024-06-02,North,Electronics,Wireless Earbuds,7,37.01,10.0,,Diana,233.16,11.14
ORD-10172,2024-06-03,North,Toys,Board Game,23,46.0,25.0,3.8,Emma,793.5,26.65
ORD-10355,2024-06-06,Central,Groceries,Organic Coffee,36,43.83,5.0,2.7,Diana,1498.99,35.98
ORD-10480,2024-06-07,Central,Groceries,Granola Bars,39,39.52,15.0,3.2,Emma,1310.09,38.14
ORD-10281,2024-06-09,,Furniture,Floor Lamp,30,152.98,5.0,,Bob,4359.93,40.94
ORD-10442,2024-06-09,Central,Toys,RC Car,19,86.09,5.0,4.9,Alice,1553.92,16.58
ORD-10149,2024-06-11,North,Furniture,Study Desk,24,146.11,10.0,,Diana,3155.98,20.13
ORD-10339,2024-06-11,Central,Groceries,Green Tea Pack,37,13.15,10.0,,Diana,437.9,25.81
ORD-10236,2024-06-12,Central,Clothing,Denim Jeans,34,55.01,5.0,4.4,Diana,1776.82,42.09
ORD-10449,2024-06-15,East,Furniture,Floor Lamp,34,300.4,10.0,3.4,Diana,9192.24,25.36
ORD-10206,2024-06-16,North,Groceries,Granola Bars,13,23.45,5.0,3.6,Bob,289.61,15.62
ORD-10418,2024-06-17,Central,Toys,Board Game,13,60.82,20.0,3.7,Frank,632.53,16.16
ORD-10298,2024-06-17,North,Toys,Board Game,38,60.44,0.0,3.0,Bob,2296.72,38.9
ORD-10060,2024-06-21,North,Electronics,Wireless Earbuds,24,218.66,20.0,2.8,Frank,4198.27,24.34
ORD-10572,2024-06-21,North,Electronics,Bluetooth Speaker,6,66.35,25.0,2.5,Alice,298.58,12.14
ORD-10218,2024-06-21,North,Furniture,Bookshelf,30,338.28,15.0,,Carlos,8626.14,28.36
ORD-10001,2024-06-21,West,Toys,RC Car,31,22.35,25.0,3.4,Carlos,519.64,18.99
ORD-10067,2024-06-23,Central,Furniture,Floor Lamp,30,137.39,20.0,3.3,Carlos,3297.36,37.79
ORD-10073,2024-06-23,West,Toys,RC Car,5,119.67,0.0,3.2,Frank,598.35,10.78
ORD-10169,2024-06-24,South,Groceries,Granola Bars,15,21.19,,4.4,Emma,317.85,17.76
ORD-10485,2024-06-24,,Electronics,Smart Watch,19,163.21,15.0,3.5,Carlos,2635.84,16.76
ORD-10381,2024-06-25,,Furniture,Bookshelf,20,84.62,25.0,4.4,Bob,1269.3,19.78
ORD-10094,2024-06-26,Central,Electronics,Wireless Earbuds,18,217.72,20.0,3.4,Emma,3135.17,19.49
ORD-10193,2024-06-28,South,Groceries,Green Tea Pack,25,17.82,20.0,3.5,Frank,356.4,31.2
ORD-10546,2024-06-29,North,Furniture,Office Chair,16,252.39,20.0,2.8,Bob,3230.59,17.42
ORD-10112,2024-07-02,West,Toys,Puzzle Set,1,12.59,0.0,4.4,Frank,12.59,5.47
ORD-10412,2024-07-03,North,Groceries,Olive Oil,4,39.77,20.0,4.1,Frank,127.26,9.68
ORD-10517,2024-07-08,South,Furniture,Study Desk,23,123.72,15.0,4.4,Alice,2418.73,25.62
ORD-10152,2024-07-08,West,Furniture,Floor Lamp,6,225.25,10.0,2.5,Alice,1216.35,10.37
ORD-10220,2024-07-08,North,Furniture,Floor Lamp,14,178.73,15.0,3.2,Alice,2126.89,18.5
ORD-10547,2024-07-08,West,Electronics,Smart Watch,12,225.09,10.0,4.2,Emma,2430.97,10.07
ORD-10304,2024-07-09,West,Clothing,Cotton T-Shirt,5,85.08,20.0,4.3,Frank,340.32,8.28
ORD-10570,2024-07-10,East,Clothing,Running Shorts,22,72.15,0.0,3.4,Alice,1587.3,30.95
ORD-10594,2024-07-12,South,Toys,Board Game,13,115.48,0.0,4.0,Bob,1501.24,15.89
ORD-10295,2024-07-15,North,Toys,Building Blocks,16,91.67,,3.0,Carlos,1466.72,14.29
ORD-10291,2024-07-16,North,Toys,Puzzle Set,27,99.22,10.0,3.2,Bob,2411.05,15.89
ORD-10371,2024-07-16,West,Furniture,Bookshelf,25,374.5,,2.6,Frank,7021.88,16.89
ORD-10452,2024-07-18,Central,Toys,Board Game,23,76.17,0.0,4.9,Bob,1751.91,23.63
ORD-10096,2024-07-18,East,Clothing,Denim Jeans,31,66.43,20.0,3.5,Frank,1647.46,33.74
ORD-10000,2024-07-19,West,Electronics,Smart Watch,17,181.91,25.0,2.7,Diana,2319.35,15.77
ORD-10116,2024-07-19,North,Groceries,Granola Bars,29,37.03,20.0,2.6,Frank,859.1,29.65
ORD-10322,2024-07-20,North,Electronics,Bluetooth Speaker,16,168.66,25.0,3.8,Frank,2023.92,21.92
ORD-10136,2024-07-24,East,Clothing,Running Shorts,21,35.8,5.0,3.1,Frank,714.21,25.02
ORD-10010,2024-07-24,East,Furniture,Study Desk,20,90.33,15.0,2.8,Carlos,1535.61,22.67
ORD-10110,2024-07-25,,Groceries,Granola Bars,3,34.3,0.0,3.6,Diana,102.9,6.57
ORD-10370,2024-07-26,Central,Electronics,USB-C Charger,13,160.31,0.0,4.4,Frank,2084.03,12.12
ORD-10584,2024-07-31,Central,Toys,RC Car,27,91.76,0.0,3.4,Diana,2477.52,18.68
ORD-10446,2024-07-31,West,Furniture,Bookshelf,37,258.23,15.0,2.8,Alice,8121.33,49.05
ORD-10537,2024-08-04,East,Toys,Building Blocks,14,25.59,15.0,3.1,Alice,304.52,13.71
ORD-10205,2024-08-05,West,Groceries,Organic Coffee,39,44.98,,2.7,Diana,1754.22,44.48
ORD-10271,2024-08-08,Central,Electronics,Bluetooth Speaker,26,200.9,25.0,4.1,Carlos,3917.55,32.05
ORD-10078,2024-08-08,Central,Groceries,Granola Bars,5,32.92,20.0,4.6,Carlos,131.68,10.9
ORD-10054,2024-08-09,East,Furniture,Floor Lamp,25,320.44,15.0,2.8,Emma,6809.35,17.7
ORD-10230,2024-08-12,Central,Toys,Building Blocks,32,63.85,25.0,3.7,Bob,1532.4,26.25
ORD-10309,2024-08-18,Central,Groceries,Organic Coffee,39,19.08,10.0,3.7,Diana,669.71,46.67
ORD-10585,2024-08-20,South,Electronics,Wireless Earbuds,13,86.71,15.0,4.4,Emma,958.15,12.2
ORD-10261,2024-08-21,South,Toys,Puzzle Set,21,112.85,25.0,3.1,Frank,1777.39,19.9
ORD-10280,2024-08-22,South,Clothing,Cotton T-Shirt,14,24.11,10.0,3.7,Carlos,303.79,11.1
ORD-10077,2024-08-22,West,Electronics,USB-C Charger,32,78.67,5.0,2.6,Frank,2391.57,35.69
ORD-10093,2024-08-23,North,Toys,Building Blocks,11,45.42,10.0,3.3,Bob,449.66,11.62
ORD-10476,2024-08-24,Central,Clothing,Running Shorts,14,86.77,25.0,3.1,Diana,911.08,13.08
ORD-10212,2024-08-24,East,Furniture,Bookshelf,18,73.39,20.0,3.5,Diana,1056.82,13.76
ORD-10072,2024-08-26,East,Groceries,Green Tea Pack,38,22.69,10.0,3.3,Diana,776.0,36.89
ORD-10189,2024-08-27,North,Electronics,Smart Watch,27,172.49,20.0,2.5,Diana,3725.78,29.73
ORD-10424,2024-08-27,South,Furniture,Office Chair,29,288.31,10.0,4.7,Emma,7524.89,35.06
ORD-10179,2024-08-28,Central,Electronics,Bluetooth Speaker,14,36.27,25.0,4.5,Carlos,380.84,17.43
ORD-10223,2024-08-29,East,Clothing,Running Shorts,37,14.76,10.0,4.0,Bob,491.51,37.33
ORD-10009,2024-08-31,North,Electronics,USB-C Charger,1,202.06,20.0,4.3,Diana,161.65,6.04
ORD-10008,2024-08-31,East,Groceries,Granola Bars,33,16.53,10.0,4.2,Diana,490.94,36.88
ORD-10204,2024-08-31,East,Groceries,Organic Coffee,7,27.09,10.0,3.8,Bob,170.67,10.84
ORD-10286,2024-09-03,Central,Groceries,Organic Coffee,28,36.72,5.0,4.6,Emma,976.75,22.63
ORD-10098,2024-09-03,Central,Clothing,Running Shorts,38,77.13,15.0,5.0,Diana,2491.3,35.74
